author/last_played,author/num_games_owned,author/num_reviews,author/playtime_at_review,author/playtime_forever,author/playtime_last_two_weeks,author/steamid,comment_count,hidden_in_steam_china,language,primarily_steam_deck,received_for_free,recommendationid,review,steam_purchase,timestamp_created,timestamp_updated,voted_up,votes_funny,votes_up,weighted_vote_score,written_during_early_access,sentiment,sentiment_category
1727482212,262,17,2961,2973,19,76561199120561093,0,TRUE,english,FALSE,FALSE,175911332,FUck you valve give me an anniversary update,TRUE,1727481171,1727481171,FALSE,0,1,0.5258620381355285,FALSE,-0.4,negative
1727518485,2,1,6011,6072,443,76561199085471341,0,TRUE,english,FALSE,FALSE,175935259,fucking bots,TRUE,1727514783,1727514783,FALSE,0,0,0,FALSE,-0.6,negative
1727469033,35,11,4131,4769,1244,76561199111182751,0,TRUE,english,FALSE,FALSE,175457500,Fukc this game,TRUE,1726927496,1726927496,FALSE,0,0,0,FALSE,-0.4,negative
1727293343,14,3,85351,85382,942,76561198071019888,0,TRUE,english,FALSE,FALSE,175767187,full of cheaters,TRUE,1727292346,1727292346,FALSE,0,0,0,FALSE,0.35,positive
1726815271,0,2,6059,6059,187,76561198836147887,0,TRUE,english,FALSE,FALSE,175667891,Full of cheaters,TRUE,1727169236,1727169236,FALSE,0,0,0,FALSE,0.35,positive
1727368723,1,1,22663,23495,1279,76561199096665010,0,TRUE,english,FALSE,FALSE,175622873,full of cheaters,TRUE,1727106813,1727106813,FALSE,0,3,0.537366509,FALSE,0.35,positive
1727443662,0,2,2221,3006,1122,76561199747465748,0,TRUE,english,FALSE,FALSE,175472285,Full of cheaters,TRUE,1726938425,1726938425,FALSE,0,0,0,FALSE,0.35,positive
1727462635,0,72,663,663,119,76561198052867984,0,TRUE,english,FALSE,FALSE,175895564,"Full of cheaters and no kill cam like in CS Go. With no kill cam it's often impossible to tell how and from where you were eliminated making detecting cheaters more difficult. And it's not only about cheaters because seeing how and from where you were eliminated would help with learning the game. But no, Valve ruins CS. Another good example of corporate bad being. 

And I have Prime btw.",TRUE,1727462546,1727462661,FALSE,0,1,0.5098039507865905,FALSE,-0.086666667,negative
1727510085,0,4,5002,5171,578,76561198056753481,0,TRUE,english,FALSE,FALSE,175729219,Full of cheaters and toxic people.,TRUE,1727245808,1727245808,FALSE,0,1,0.5238095521926879,FALSE,0.35,positive
1727516453,1,1,7156,9007,5277,76561199766198671,0,TRUE,english,FALSE,FALSE,175516847,Full of cheaters and very toxic community. you hit shots that are clearly on enemy but dont register and you die behind walls. please stay away from this game to have a healthy life.,TRUE,1726988300,1726988300,FALSE,1,0,0,FALSE,0.058333333,positive
1727465580,0,1,28100,28100,270,76561198431087136,0,TRUE,english,FALSE,FALSE,175899116,"Full of cheaters, no updates, currently sucks big time",TRUE,1727466228,1727466228,FALSE,0,2,0.521739125,FALSE,0.016666666666666663,positive
1727394923,0,3,17945,18011,989,76561197971948249,0,TRUE,english,FALSE,FALSE,175651170,Full of cheats,TRUE,1727141312,1727141312,FALSE,0,0,0,FALSE,0.35,positive
1727365668,6,1,27759,27826,510,76561198267115024,0,TRUE,english,FALSE,TRUE,175633589,full of hacker,TRUE,1727117833,1727117833,TRUE,0,0,0,FALSE,0.35,positive
1727376016,0,1,9339,9339,272,76561198314642572,0,TRUE,english,FALSE,TRUE,175828740,full of hackers,TRUE,1727375964,1727375964,FALSE,0,0,0,FALSE,0.35,positive
1727459930,3,1,15646,16144,2159,76561198113815535,0,TRUE,english,FALSE,FALSE,175810753,full of hackersss,TRUE,1727358273,1727358273,TRUE,0,0,0,FALSE,0.35,positive
1727498292,0,5,32061,32556,2952,76561198343503336,0,TRUE,english,FALSE,FALSE,175852366,"full of rage baiters
",TRUE,1727408780,1727408780,FALSE,0,0,0,FALSE,0.35,positive
1727485871,13,7,26776,27079,869,76561198988276373,0,TRUE,english,FALSE,FALSE,175809708,full of retarded russians,TRUE,1727357178,1727357178,TRUE,0,0,0,FALSE,-0.225,negative
1727515250,0,1,5436,6352,1464,76561199046468885,0,TRUE,english,FALSE,FALSE,175468400,"full team of russians
i speak a lil russian so i say hi
they have full conversations with me but i dont know what they are saying
they start swearing fully and killing me
10/10",TRUE,1726935306,1726935306,TRUE,1,0,0,FALSE,0.2333333333333333,positive
1727445330,1,1,1521,1521,1176,76561199733008895,0,TRUE,english,FALSE,FALSE,175879921,fun,TRUE,1727447930,1727447930,TRUE,0,0,0,FALSE,0.3,positive
1727497741,38,1,3130,3594,1048,76561198976369957,0,TRUE,english,FALSE,FALSE,175721290,fun,TRUE,1727232421,1727232421,TRUE,0,0,0.4945055246353149,FALSE,0.3,positive
1727336117,0,1,250230,250933,4481,76561198173290375,0,TRUE,english,FALSE,FALSE,175714453,Fun,TRUE,1727222052,1727222052,TRUE,0,0,0,FALSE,0.3,positive
1727198550,0,14,2650,2700,57,76561198330415611,0,TRUE,english,FALSE,FALSE,175691194,fun,TRUE,1727195489,1727195489,TRUE,0,0,0,FALSE,0.3,positive
1727157257,0,1,3498,3510,11,76561198274320760,0,TRUE,english,FALSE,FALSE,175660475,fun,TRUE,1727155980,1727155980,TRUE,0,0,0,FALSE,0.3,positive
1727473569,0,1,8197,9627,2338,76561199038981068,1,TRUE,english,FALSE,TRUE,175597210,fun,TRUE,1727078943,1727078943,TRUE,0,0,0,FALSE,0.3,positive
1727384792,0,2,2643,2713,416,76561198133593011,0,TRUE,english,FALSE,FALSE,175645652,fun but enraging,TRUE,1727132882,1727132882,TRUE,0,0,0,FALSE,0.3,positive
1727454218,19,12,5768,5823,997,76561198829880442,0,TRUE,english,FALSE,TRUE,175883161,fun for raging and bad gambling,TRUE,1727450913,1727450913,TRUE,0,0,0,FALSE,-0.2,negative
1727496937,43,1,4089,4137,3849,76561199409455134,0,TRUE,english,FALSE,FALSE,175893744,fun fun shoot shoot game,TRUE,1727460603,1727460603,TRUE,0,0,0,FALSE,0.066666667,positive
1727507392,0,1,9217,12167,4519,76561198361436815,1,TRUE,english,FALSE,FALSE,175479452,"Fun gambling game, but I can't afford rent now.",TRUE,1726944559,1726944559,TRUE,0,0,0,FALSE,-0.05,negative
1727379062,0,1,314,552,445,76561199658275385,0,TRUE,english,FALSE,FALSE,175755224,FUN GAME,TRUE,1727279630,1727279630,TRUE,0,0,0,FALSE,-0.05,negative
1727458101,0,2,8982,9336,1326,76561199129577225,0,TRUE,english,FALSE,FALSE,175628646,fun game,TRUE,1727112616,1727112616,TRUE,0,0,0,FALSE,-0.05,negative
1727517011,22,2,27931,28760,3485,76561199172028750,0,TRUE,english,FALSE,FALSE,175621786,fun game,TRUE,1727105757,1727105757,TRUE,0,0,0,FALSE,-0.05,negative
1727439633,0,4,18586,18586,470,76561197996047946,0,TRUE,english,FALSE,FALSE,175872043,"fun game 
EXCEPT THE AWP
the most garbage boring ass weapon that ruins the experience.
It's like okay a game about gun play where all the routes have one person staring down the sights of their UNDERPRICED OVERPOWERED PIXEL DETECTOR, all it has to do is left click.
It's a cheap weapon in such a good game.

NO ONE IN THESE SITUATIONS WOULD BE CARRYING A SNIPER RIFLE, INTO CLOSE QUARTERS COMBAT

so they should just remove the AWP, let people complain, let them quit
watch the game GET BETTER

stay mad",TRUE,1727440086,1727440086,TRUE,0,0,0,FALSE,-0.039409722,negative
1727518357,55,1,75856,76637,3508,76561198170071531,0,TRUE,english,FALSE,FALSE,175799368,"Fun game if you like doing 99 dmg in one mag, to then get one-tapped with deagle 
10/10 Would recommend",TRUE,1727344092,1727344092,TRUE,0,0,0,FALSE,-0.05,negative
1726699116,0,16,3604,3604,95,76561198880555419,0,TRUE,english,FALSE,FALSE,175481732,fun game with friends.,TRUE,1726946710,1726946710,TRUE,0,0,0,FALSE,-0.05,negative
1727479270,7,1,3356,4718,3905,76561199217769102,1,TRUE,english,FALSE,FALSE,175738685,Fun Game you will get shot trough the enitre mal every 2nd game whilst Hearing 12yo Russians scream,TRUE,1727261996,1727261996,TRUE,0,0,0,FALSE,-0.125,negative
1727507915,0,1,5581,5986,5020,76561199770544634,0,TRUE,english,FALSE,FALSE,175913216,"Fun game, nice skill gap, terrible teammates, terrible life, please help me, god isn't here, turn back please save yourself.",TRUE,1727483975,1727483975,TRUE,0,0,0,FALSE,-0.25,negative
1727473696,2,1,436,620,536,76561199706569451,0,TRUE,english,FALSE,FALSE,175610991,fun game.,TRUE,1727096232,1727096232,TRUE,0,2,0.5454545617103576,FALSE,-0.05,negative
1727389448,12,3,11864,11924,190,76561199165493751,0,TRUE,english,FALSE,FALSE,175837494,fun game. me like-ie.,TRUE,1727385934,1727385934,TRUE,0,0,0,FALSE,-0.05,negative
1727517423,0,11,26854,27444,2042,76561199063236653,0,TRUE,english,FALSE,FALSE,175728489,Fun to shoot terrorists and gamble :),TRUE,1727244493,1727244493,TRUE,0,0,0,FALSE,0.4,positive
1727488588,0,4,6067,6397,1042,76561198993872534,0,TRUE,english,FALSE,FALSE,175775815,Fun with friends and some interesting encounters on your own for sure.,TRUE,1727303521,1727303521,TRUE,0,0,0,FALSE,0.475,positive
1727468296,31,1,7048,7048,1232,76561199251488743,0,TRUE,english,FALSE,FALSE,175902624,funni russians made me go ha ha he he,TRUE,1727470031,1727470031,TRUE,0,0,0,FALSE,0,neutral
1727295132,96,7,28355,28494,249,76561198059153094,0,TRUE,english,FALSE,FALSE,175646437,Funniest comms in New Jersey,TRUE,1727134113,1727134113,FALSE,1,1,0.5238095521926879,FALSE,0.13636363636363635,positive
1726879964,0,10,5973,5973,48,76561198078366131,0,TRUE,english,FALSE,FALSE,175471081,Gambling,TRUE,1726937458,1726937458,FALSE,0,0,0,FALSE,0,neutral
1727422947,130,15,318,393,243,76561199437507810,0,TRUE,english,FALSE,FALSE,175791212,game,TRUE,1727329055,1727329055,TRUE,0,0,0,FALSE,-0.4,negative
1727325916,40,1,19024,19078,334,76561199317782382,1,TRUE,english,FALSE,FALSE,175765795,game,TRUE,1727290740,1727290740,TRUE,0,0,0,FALSE,-0.4,negative
1727220685,0,14,4440,4507,223,76561199085507605,0,TRUE,english,FALSE,FALSE,175642458,game,TRUE,1727128295,1727128295,TRUE,0,0,0,FALSE,-0.4,negative
1727368573,72,4,116863,116940,192,76561198165867422,0,TRUE,english,FALSE,FALSE,175692268,GAME ANJING TOLOL UDAH MAIN 11-4 DI CANCEL GOBLOK CEM TOLOL DEAD GAME,TRUE,1727196552,1727196552,FALSE,0,1,0,FALSE,-0.208333333,negative
1727285075,84,6,30265,30265,346,76561198268411265,0,TRUE,english,FALSE,FALSE,175760770,"game developers ruined the game, thats all there is to say",TRUE,1727285227,1727285227,FALSE,0,1,0.521739125,FALSE,-0.4,negative
1727369791,0,1,45948,46024,375,76561198168825545,0,TRUE,english,FALSE,FALSE,175819253,game full of blatant hackers rn... clearly anti cheat team is sleeping,TRUE,1727366271,1727366271,FALSE,0,0,0,FALSE,-0.1125,negative
1727401053,0,1,40169,41683,1902,76561199549285966,0,TRUE,english,FALSE,FALSE,175605593,"Game full of cheating
",TRUE,1727090182,1727090182,FALSE,0,0,0,FALSE,-0.025,negative
1727499555,12,3,2314,2325,1911,76561199682259832,0,TRUE,english,FALSE,FALSE,175738146,"game good 
",TRUE,1727261231,1727261231,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1727449062,88,4,5851,5947,774,76561198832586366,0,TRUE,english,FALSE,FALSE,175779586,"game good maybe
",TRUE,1727309412,1727309412,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1727150315,6,4,1824,1938,230,76561198337365916,0,TRUE,english,FALSE,FALSE,175652562,"game good
",TRUE,1727143445,1727143445,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1727182440,83,7,12822,12822,35,76561199086004882,0,TRUE,english,FALSE,FALSE,175918772,Game has barely changed in almost a year,TRUE,1727491963,1727491963,FALSE,0,2,0.5223325490951538,FALSE,-0.175,negative
1727418758,7,1,7792,8114,530,76561198973862747,0,TRUE,english,FALSE,FALSE,175584966,Game has no anti-cheat or just refuses to combat cheats.,TRUE,1727057480,1727057480,FALSE,1,0,0,FALSE,-0.4,negative
1727209800,42,3,31342,31342,6,76561198117072713,0,TRUE,english,FALSE,FALSE,175902429,"game is a shadow if what csgo was, valve where tf is all the content we had in csgo, havent gotton almost anything this entire year!",TRUE,1727469812,1727469812,FALSE,0,1,0.5098039507865905,FALSE,-0.2,negative
1727430442,0,1,158422,158422,13,76561198114500355,0,TRUE,english,FALSE,FALSE,175865091,"GAME IS DEADSET BROKEN NOW DEVS HAVE COMPLETELY RUINED IT, FULL OF CHEATERS AND GAME PLAY IS SO JANKY SHOTS DONT GO WHERE THEY ARE MEANT TO AND PEOPLE CAN NOW HIT RUNNING SHOTS, ITS JUST NOT WHAT IT USED TO BAN CAN EASILY SAY THAT IT WILL NEVER GET OPENED ON MY PC AGAIN
",TRUE,1727430582,1727430582,FALSE,0,0,0,FALSE,-0.052777778,negative
1727290369,0,4,106841,107362,2097,76561197980738995,0,TRUE,english,FALSE,FALSE,175540499,Game is fun as ever and quite a good experience on Arch Linux.,TRUE,1727012064,1727012064,TRUE,0,1,0.5098039507865905,FALSE,0.19999999999999996,positive
1727479075,142,1,57691,58821,3219,76561198151440222,0,TRUE,english,FALSE,FALSE,175743232,game is good when good at game,TRUE,1727268143,1727268143,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1726287844,0,14,58106,58106,0,76561198069912479,0,TRUE,english,FALSE,FALSE,175510747,Game is missing a lot from csgo will be a down vote until them sorry still love you valve but we want cs2 content and i understand deadlock is the priority right now but cs2 has been here for 20 years. it has brought you billions and will continue to support you if you support it.,TRUE,1726980752,1726980752,FALSE,0,0,0,FALSE,-0.078306878,negative
1727071315,0,1,6873,6911,38,76561198132847049,0,TRUE,english,FALSE,FALSE,175592029,game iz fun,TRUE,1727069047,1727069047,TRUE,0,0,0,FALSE,-0.05,negative
1727510657,0,1,1876,2179,2179,76561199783452301,0,TRUE,english,FALSE,FALSE,175828175,Game make daddy happy. daddy like happy >:),TRUE,1727375392,1727375392,TRUE,0,1,0.5238095521926879,FALSE,0.42500000000000004,positive
1727495956,0,1,6639,6639,393,76561199050110103,0,TRUE,english,FALSE,FALSE,175922622,"game needs a lot of work still: 
-sub-tick needs fixing (you can be killed without even seeing who peeked you)
-cheating problem is better but still needs work
-valve needs to update the game more, just put some love to this game

Not recommended until valve fixes it to make gameplay at least as good as Cs Go
If Valve fix, I will change my review

I miss Cs:Go :'(",TRUE,1727497416,1727497416,FALSE,0,1,0.5147058963775634,FALSE,-0.05,negative
1727455524,0,1,8459,9154,2604,76561199746192214,0,TRUE,english,FALSE,FALSE,175769909,"GAME NICE
",TRUE,1727295580,1727295580,TRUE,0,1,0.5024125576019287,FALSE,0.1,positive
1727483485,36,4,52889,53675,1202,76561199113838210,0,TRUE,english,FALSE,FALSE,175685887,Game promises stuff but doesnt deliver (anticheat),TRUE,1727190739,1727190739,FALSE,0,0,0,FALSE,-0.4,negative
1727487088,14,3,32690,33032,951,76561199215874671,0,TRUE,english,FALSE,FALSE,175769508,game sucks as 5 stars,TRUE,1727295067,1727295067,TRUE,0,0,0,FALSE,-0.35,negative
1727515218,21,2,60276,60623,2655,76561199132384093,0,TRUE,english,FALSE,FALSE,175863624,game sucks ass,TRUE,1727428329,1727428329,FALSE,0,0,0,FALSE,-0.35,negative
1726871192,33,4,16826,16826,4,76561199278222783,0,TRUE,english,FALSE,FALSE,175495951,"Game sucks, only fun if drunk and high(especially if 5 stacking)",TRUE,1726962065,1726962065,TRUE,0,0,0,FALSE,-0.18,negative
1727487512,29,1,58472,58652,1523,76561198847713555,0,TRUE,english,FALSE,FALSE,175792384,game sucks. i enjoy it,TRUE,1727331308,1727331308,TRUE,0,1,0.5238095521926879,FALSE,-0.1,negative
1727449616,38,6,22818,23542,2192,76561199094738017,0,TRUE,english,FALSE,FALSE,175628666,"Game wont start after turning off one setting, one heck of a way to get 1 day comp cooldown.
fuck you valve, make updates not make deadlock,",TRUE,1727112642,1727112642,FALSE,0,1,0.5,FALSE,-0.4,negative
1727462944,0,1,36218,36474,530,76561199547830396,0,TRUE,english,FALSE,FALSE,175563893,games gone,TRUE,1727031037,1727031037,TRUE,0,0,0,FALSE,0,neutral
1726981798,0,1,5787,5787,179,76561199653768328,0,TRUE,english,FALSE,FALSE,175511777,"Garbage infested with wall and aim hackers. Valve needs a proper hardware life ban anti cheat. It's not even playable anymore with 3-5 hackers on each server at times. Until a life hardware ban system is in place for life, I'm uninstalling and not playing anymore. Used to be so much fun and now it's just run around the corner, and the waller/aimboter just offs you, typically accounts with no hours and no XP at all.",TRUE,1726982018,1726982018,FALSE,0,0,0,FALSE,0.044444444444444446,positive
1727469300,73,4,25625,25746,384,76561198826666196,0,TRUE,english,FALSE,TRUE,175636384,"garbage. not even team deathmatch to warm up. you spawn, kill someone then someone spawns behind you and kills you instantly.",TRUE,1727120856,1727120856,FALSE,0,1,0,FALSE,0.066666667,positive
1727494680,0,1,97879,100298,7036,76561199473341032,0,TRUE,english,FALSE,FALSE,175630737,Gas,TRUE,1727114810,1727114810,TRUE,0,0,0,FALSE,0,neutral
1727194689,0,1,593,657,95,76561199746149116,0,TRUE,english,FALSE,FALSE,175451553,"gckvu
",TRUE,1726922686,1726922686,TRUE,0,0,0,FALSE,0,neutral
1727442617,0,1,122265,122600,1312,76561198074616396,0,TRUE,english,FALSE,FALSE,175799607,gcuh,TRUE,1727344476,1727344476,TRUE,0,0,0,FALSE,0,neutral
1727514607,0,1,3816,3929,119,76561199242402031,0,TRUE,english,FALSE,FALSE,175533064,get ready to be called slurs by russians,TRUE,1727005461,1727005461,TRUE,0,0,0,FALSE,0.2,positive
1727461163,1,1,5509,6313,2080,76561199748896819,0,TRUE,english,FALSE,FALSE,175621812,Get touched every second while I play,TRUE,1727105782,1727105782,TRUE,0,0,0,FALSE,0,neutral
1726525041,162,27,34261,34261,187,76561199147376847,0,TRUE,english,FALSE,FALSE,175792556,Getting the tf2 treatment,TRUE,1727331636,1727331636,FALSE,0,1,0,FALSE,0,neutral
1727518369,0,1,1003,1290,1290,76561199777200176,0,TRUE,english,FALSE,FALSE,175823506,"gfsfdfdfsfs
",TRUE,1727370488,1727370488,TRUE,0,0,0,FALSE,0,neutral
1727515989,1,1,192140,192284,629,76561199066081928,0,TRUE,english,FALSE,FALSE,175930061,gg,TRUE,1727507942,1727507942,TRUE,0,1,0.5238095521926879,FALSE,0,neutral
1727478141,68,1,287815,287915,2495,76561197979434114,0,TRUE,english,FALSE,FALSE,175905373,GG,TRUE,1727473288,1727473288,TRUE,0,0,0,FALSE,0,neutral
1727476224,0,1,32202,33196,2991,76561199543325523,0,TRUE,english,FALSE,FALSE,175788829,Gg,TRUE,1727324772,1727324772,TRUE,0,0,0,FALSE,0,neutral
1727499005,27,1,193947,193948,343,76561198386554197,0,TRUE,english,FALSE,FALSE,175743067,gg,TRUE,1727267992,1727267992,TRUE,0,0,0,FALSE,0,neutral
1727475170,0,1,27002,27940,3080,76561199152177715,0,TRUE,english,FALSE,FALSE,175638613,gg,TRUE,1727123464,1727123464,TRUE,0,2,0.5454545617103576,FALSE,0,neutral
1727386839,0,1,40934,41757,1819,76561199570185717,0,TRUE,english,FALSE,FALSE,175636973,gg,TRUE,1727121581,1727121581,TRUE,0,0,0,FALSE,0,neutral
1727196520,13,1,6946,7000,899,76561199015317081,0,TRUE,english,FALSE,FALSE,175634614,GG,TRUE,1727118845,1727118845,TRUE,0,0,0,FALSE,0,neutral
1727318822,1,1,1822,2830,1247,76561199711301389,0,TRUE,english,FALSE,FALSE,175628471,gg,TRUE,1727112440,1727112440,TRUE,0,0,0,FALSE,0,neutral
1727457863,0,1,3098,3108,182,76561198416805940,0,TRUE,english,FALSE,FALSE,175567657,gg,TRUE,1727034634,1727034634,TRUE,0,0,0,FALSE,0,neutral
1727468938,0,1,1930,1930,1930,76561199783094586,0,TRUE,english,FALSE,FALSE,175933351,"gg
",TRUE,1727512422,1727512422,TRUE,0,0,0,FALSE,0,neutral
1727510866,1,1,5533,5779,1964,76561199434907300,0,TRUE,english,FALSE,FALSE,175851386,ggg,TRUE,1727407121,1727407121,TRUE,0,1,0.5238095521926879,FALSE,0,neutral
1727518691,2,1,1500,2323,1750,76561199776199982,0,TRUE,english,FALSE,FALSE,175539659,GGWP!,TRUE,1727011396,1727011396,TRUE,0,2,0.532710314,FALSE,0,neutral
1726971524,9,1,87,97,14,76561198872239195,0,TRUE,english,FALSE,FALSE,175502473,GGWP!,TRUE,1726970593,1726970593,TRUE,0,1,0.5238095521926879,FALSE,0,neutral
1727478558,76,1,59123,59433,1458,76561198933260458,0,TRUE,english,FALSE,FALSE,175886944,ghhggghghg,TRUE,1727454281,1727454281,FALSE,0,0,0,FALSE,0,neutral
1727471038,0,1,6297,7896,5132,76561199696428288,0,TRUE,english,FALSE,FALSE,175734609,git,TRUE,1727255572,1727255572,TRUE,0,0,0,FALSE,0,neutral
1727492500,24,1,5937,6243,873,76561199232371330,0,TRUE,english,FALSE,FALSE,175764755,GIT MY FIRST KNIFE,TRUE,1727289525,1727289525,TRUE,0,0,0,FALSE,0.25,positive
1727496156,4,2,52169,52169,437,76561199479785687,0,TRUE,english,FALSE,FALSE,175923454,"give me your dev tools and let me make csgo great again since ""valve"" aka ""12years old kiddys"" cant do it...
oh yeah and DeAd GaMe zZzZz 1year and oh yeah no one gives a F not even the DEVS OF THE GAME HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAH mental issuse sue valve ez win",TRUE,1727498576,1727498576,FALSE,0,0,0.4856787323951721,FALSE,0.085714286,positive
1727462477,0,1,5103,5807,2832,76561198995480227,0,TRUE,english,FALSE,FALSE,175792779,goat game,TRUE,1727332068,1727332068,TRUE,0,0,0,FALSE,-0.4,negative
1727503774,1,1,9224,10200,2975,76561199511520950,0,TRUE,english,FALSE,FALSE,175669198,GOAT GAME,TRUE,1727171397,1727171397,TRUE,0,0,0,FALSE,-0.4,negative
1727425194,0,2,51823,52334,2280,76561198306044054,0,TRUE,english,FALSE,FALSE,175667490,"GOAT.

im old now. eventually you get tired of it especially if youre not a PRO. but remembering the old counter strike is my go to game when im bored.",TRUE,1727168565,1727168565,TRUE,0,0,0,FALSE,-0.183333333,negative
1727478236,4,1,4791,6477,3255,76561199656292383,0,TRUE,english,FALSE,FALSE,175453384,god,TRUE,1726924228,1726924228,FALSE,0,1,0.5238095521926879,FALSE,0,neutral
1727478761,0,22,36130,36434,1031,76561198426405808,0,TRUE,english,FALSE,FALSE,175627294,"god game bad headshot
",TRUE,1727111176,1727111176,TRUE,0,0,0,FALSE,-0.55,negative
1727496215,80,3,9084,9143,594,76561198072394647,0,TRUE,english,FALSE,TRUE,175847988,Gold = Good,TRUE,1727401830,1727401830,TRUE,0,0,0,FALSE,0.7,positive
1727468749,29,2,8432,8570,1109,76561199401366656,0,TRUE,english,FALSE,TRUE,175769988,GOLD GOLD GOLD,TRUE,1727295693,1727295693,TRUE,0,0,0,FALSE,0,neutral
1727418866,0,3,60075,61537,3849,76561198268377012,0,TRUE,english,FALSE,FALSE,175719017,GOLD GOLD GOLD,TRUE,1727228950,1727228950,TRUE,0,0,0,FALSE,0,neutral
1727237524,0,2,12528,12658,1553,76561199150251816,0,TRUE,english,FALSE,FALSE,175449977,GOLD GOLD GOLD!!!!,TRUE,1726921352,1726921373,FALSE,0,0,0,FALSE,0,neutral
1727483490,0,4,4579,4591,12,76561199084932871,0,TRUE,english,FALSE,FALSE,175908495,good,TRUE,1727477200,1727477200,TRUE,0,0,0.4853764772415161,FALSE,0.7,positive
1727443546,0,1,5855,5886,1314,76561199647899604,0,TRUE,english,FALSE,FALSE,175874296,good,TRUE,1727442484,1727442484,TRUE,0,0,0,FALSE,0.7,positive
1727450526,0,2,1692,1743,59,76561199087033144,0,TRUE,english,FALSE,FALSE,175860559,Good,TRUE,1727423324,1727423324,TRUE,0,0,0,FALSE,0.7,positive
1727388367,0,1,866,866,1,76561199087140499,0,TRUE,english,FALSE,FALSE,175839426,good,TRUE,1727388431,1727388431,TRUE,0,0,0,FALSE,0.7,positive
1727515658,0,1,9365,9646,3178,76561199760805927,0,TRUE,english,FALSE,FALSE,175827537,good,TRUE,1727374751,1727374751,TRUE,0,1,0.5238095521926879,FALSE,0.7,positive
1727434603,0,1,7225,7371,742,76561199438008096,0,TRUE,english,FALSE,FALSE,175807875,Good,TRUE,1727355094,1727355094,TRUE,0,0,0,FALSE,0.7,positive
1727500591,18,2,32801,33218,1640,76561199013139438,0,TRUE,english,FALSE,FALSE,175778175,good,TRUE,1727307199,1727307199,TRUE,0,0,0,FALSE,0.7,positive
1727134802,0,1,670,670,670,76561199782364108,0,TRUE,english,FALSE,FALSE,175776904,good,TRUE,1727305227,1727305227,TRUE,1,0,0,FALSE,0.7,positive
1727485487,0,2,2008,2626,1196,76561199075439577,0,TRUE,english,FALSE,FALSE,175776797,good,TRUE,1727305081,1727305081,TRUE,0,0,0,FALSE,0.7,positive
1727292894,31,1,113513,113638,350,76561198369950540,0,TRUE,english,FALSE,FALSE,175751072,good,TRUE,1727275793,1727275793,TRUE,0,0,0,FALSE,0.7,positive
1727518053,0,1,15930,16105,1183,76561199125697910,0,TRUE,english,FALSE,FALSE,175747737,good,TRUE,1727272644,1727272644,TRUE,0,0,0,FALSE,0.7,positive
1727469828,28,3,15111,15322,766,76561198829817302,0,TRUE,english,FALSE,FALSE,175739355,good,TRUE,1727263047,1727263047,TRUE,0,0,0,FALSE,0.7,positive
1727448651,0,3,33812,34475,2531,76561198370294273,0,TRUE,english,FALSE,FALSE,175729989,good,TRUE,1727247226,1727247226,TRUE,0,0,0,FALSE,0.7,positive
1727511791,0,1,2765,4054,3758,76561199090403643,0,TRUE,english,FALSE,FALSE,175723921,good,TRUE,1727236673,1727236673,TRUE,0,0,0,FALSE,0.7,positive
1727486778,0,1,1052,1345,595,76561199750968097,0,TRUE,english,FALSE,FALSE,175678423,good,TRUE,1727183812,1727183812,TRUE,0,0,0,FALSE,0.7,positive
1727516245,1,1,366,556,556,76561199448954681,0,TRUE,english,FALSE,FALSE,175665332,good,TRUE,1727165021,1727165021,TRUE,0,0,0,FALSE,0.7,positive
1727465401,0,1,94885,95384,1305,76561199010641942,0,TRUE,english,FALSE,FALSE,175658957,Good,TRUE,1727153343,1727153343,TRUE,0,0,0,FALSE,0.7,positive
1727126849,0,1,10817,10859,163,76561199512385947,0,TRUE,english,FALSE,FALSE,175640105,good,TRUE,1727125326,1727125326,TRUE,0,0,0,FALSE,0.7,positive
1727461219,55,1,143826,145027,2830,76561198059460401,0,TRUE,english,FALSE,FALSE,175632290,good,TRUE,1727116423,1727116423,TRUE,0,0,0,FALSE,0.7,positive
1727473183,0,1,2963,4362,2383,76561199767781589,0,TRUE,english,FALSE,FALSE,175615614,good,TRUE,1727100502,1727100502,TRUE,0,0,0,FALSE,0.7,positive
1727235659,3,1,12277,12311,34,76561199469303578,0,TRUE,english,FALSE,FALSE,175615201,good,TRUE,1727100145,1727100145,TRUE,0,0,0,FALSE,0.7,positive
1727457540,0,1,51760,53864,3276,76561198276748744,0,TRUE,english,FALSE,FALSE,175597214,Good,TRUE,1727078949,1727078949,TRUE,0,0,0,FALSE,0.7,positive
1727328931,0,3,5465,6080,1696,76561199089610962,0,TRUE,english,FALSE,TRUE,175578761,good,TRUE,1727048070,1727048070,TRUE,0,0,0,FALSE,0.7,positive
1727484501,38,1,34069,34860,1250,76561198444618913,0,TRUE,english,FALSE,FALSE,175573222,Good,TRUE,1727040666,1727040666,TRUE,0,0,0,FALSE,0.7,positive
1727492718,45,1,40210,41373,2482,76561199030489534,0,TRUE,english,FALSE,FALSE,175565019,good,TRUE,1727032127,1727032127,TRUE,0,0,0,FALSE,0.7,positive
